context;importance;human;response;input_tokens;output_tokens
Emplear el signo en publicidad, publicaciones, documentos comerciales o comunicaciones escritas u orales, independientemente del medio de comunicación empleado y sin perjuicio de las normas sobre publicidad que fuesen aplicables.;Alta;Cuáles son los métodos permitidos para emplear el signo en publicidad según el documento?;"Según el contexto proporcionado, los métodos permitidos para emplear el signo en publicidad incluyen:

- Utilizar el signo en publicaciones.
- Usarlo en documentos comerciales.
- Incorporarlo en comunicaciones escritas.
- Mencionarlo en comunicaciones orales.

Estos usos se pueden realizar independientemente del medio de comunicación empleado, ya sea digital o no. Sin embargo, es importante tener en cuenta que esto no excluye las normas específicas sobre publicidad que puedan aplicarse.";30;167
"Art. 369.- Uso de la marca por parte de terceros con propósitos informativos.- Siempre que se haga de buena fe y no constituya uso a título de marca, los terceros podrán, sin consentimiento del titular de la marca registrada, utilizar en el comercio su propio nombre, domicilio o seudónimo; un nombre geográfico; o, cualquier otra indicación cierta relativa a la especie, calidad, cantidad, destino, valor, lugar de origen o época de producción de sus productos o de la prestación de sus servicios u otras características de éstos; siempre que tal uso se limite a propósitos de identificación o de información y no sea capaz de inducir al público a error sobre la procedencia de los productos o servicios.";Alta;Qué tipo de uso pueden hacer terceros de la marca registrada sin el consentimiento del titular, según lo estipula el artículo 369?;"Según el artículo 369, los terceros pueden utilizar la marca registrada sin el consentimiento del titular siempre que se haga de buena fe y no constituya un uso a título de marca. Específicamente, los terceros podrán usar en el comercio su propio nombre, domicilio o seudónimo; un nombre geográfico; o cualquier otra indicación cierta relativa a características específicas de sus productos o servicios, tales como la especie, calidad, cantidad, destino, valor, lugar de origen o época de producción. Este uso debe limitarse a propósitos de identificación o información y no debe ser capaz de inducir al público a error sobre la procedencia de los productos o servicios.";47;235
"Art. 370.- Uso de marca para anuncio.- El registro de la marca no conferirá a su titular el derecho de prohibir a un tercero usar la marca para anunciar, inclusive en publicidad comparativa, ofrecer en venta o indicar la existencia o disponibilidad de productos o servicios legítimamente marcados; o, para indicar la compatibilidad o adecuación de piezas de recambio o de accesorios utilizables con los productos de la marca registrada; siempre que en ambos casos tal uso sea de buena fe, se limite el propósito de información al público para la venta y no sea susceptible de inducirlo a error o confusión sobre el origen empresarial de los productos respectivos.";Alta;Qué tipo de uso puede hacer un tercero de una marca registrada sin que el titular pueda prohibirlo según el artículo 370?;"Según el artículo 370, un tercero puede usar la marca registrada para anunciar, incluyendo en publicidad comparativa, ofrecer en venta o indicar la existencia o disponibilidad de productos o servicios legítimamente marcados; o para indicar la compatibilidad o adecuación de piezas de recambio o accesorios utilizables con los productos de la marca registrada. Estos usos son permitidos siempre que sean realizados con buena fe, con el propósito exclusivo de informar al público sobre la venta y no resulten en inducir a error o confusión sobre el origen empresarial de los productos respectivos.";46;191
Art. 371.- Del agotamiento del derecho.- El registro de una marca no conferirá el derecho de impedir a un tercero realizar actos de comercio respecto de un producto protegido por dicho registro, después de que ese producto se hubiese introducido en el comercio de cualquier país.;Alta;Qué ocurre con el derecho de propiedad intelectual una vez que el producto protegido por la marca ha sido introducido en el comercio?;Una vez que el producto protegido por la marca ha sido introducido en el comercio, el registro de la marca no otorga al titular del derecho el derecho para impedir a un tercero realizar actos de comercio respecto de ese mismo producto en cualquier país. Esto significa que, una vez el producto está disponible en el mercado, otras empresas pueden venderlo o comercializarlo sin que el titular pueda interponer objeciones basadas en la propiedad intelectual relacionada con la marca.;43;156
"Art. 372.- Prohibición de comercialización de productos y servicios identificados con la marca extranjera.- Cuando en un país miembro del Convenio de París, ADPIC o con los que el Ecuador tenga alguna clase de convenio en materia de propiedad industrial, se encuentre registrada una marca idéntica o similar a una registrada en el país pero a nombre de un titular diferente, para distinguir los mismos productos o servicios, se prohíbe la comercialización en el país de los productos o servicios identificados con la marca extranjera, salvo que los titulares de las marcas

suscriban acuerdos que permitan dicha comercialización.";Alta;Cuáles son las condiciones bajo las cuales se permite la comercialización de productos y servicios identificados con una marca extranjera según el artículo 372?;Según el artículo 372, se permite la comercialización de productos y servicios identificados con una marca extranjera cuando los titulares de las marcas suscriben acuerdos que lo permitan. Sin embargo, no se proporciona información adicional sobre los detalles específicos o condiciones bajo las cuales estos acuerdos pueden ser establecidos.;53;112
En caso de llegarse a tales acuerdos, las partes deberán asumir las obligaciones necesarias para evitar la confusión del público respecto del origen de las mercancías o servicios de que se trate, incluyendo lo relativo a la identificación del origen de los productos o servicios en cuestión con caracteres destacados y proporcionales a los mismos para la debida información al público consumidor. Esos acuerdos deberán respetar el interés público y las normas sobre prácticas comerciales restrictivas de la libre competencia y competencia desleal. Además, se inscribirán ante la autoridad nacional competente en materia de derechos intelectuales.;Alta;Qué acciones deben tomar las partes para evitar confusión del público respecto al origen de las mercancías o servicios en los acuerdos mencionados?;Las partes deberán asumir las obligaciones necesarias para evitar la confusión del público respecto al origen de las mercancías o servicios, lo cual incluye identificar claramente el origen de los productos o servicios mediante caracteres destacados y proporcionales a ellos. Esto es fundamental para proporcionar información adecuada al consumidor.;49;110
"En cualquier caso, no se prohibirá la importación de un producto o servicio que se encuentre en la situación descrita en el primer párrafo de este artículo, cuando la marca no esté siendo utilizada en el país, según lo dispuesto en el artículo 380, salvo que el titular de dicha marca demuestre ante la autoridad nacional competente en materia de derechos intelectuales, que la no utilización de la marca obedece a causas justificadas.

Art. 373.- Obligación de indicar el lugar de fabricación del producto o servicio.- Cuando la marca consista en un nombre geográfico, no podrá comercializarse el producto o prestarse el servicio sin indicarse en forma visible y claramente legible, el lugar de fabricación del producto u origen del servicio.";Alta;Cuáles son las condiciones bajo las cuales se permitirá la importación de un producto o servicio con una marca no utilizada en el país?;"Según el contexto proporcionado, se permitirá la importación de un producto o servicio que use una marca no utilizada en el país bajo las siguientes condiciones:

1. No se prohibirá la importación del producto o servicio si se encuentra en la situación descrita en el primer párrafo del artículo al que hace referencia.
2. La marca no está siendo utilizada en el país.
3. Esta no utilización de la marca no debe ser debida a causas justificadas, según lo dispuesto en el artículo 380.

Estas condiciones permiten la importación sin restricciones, siempre y cuando se cumplan los mencionados criterios.";43;207
"Art. 374.- Transferencia de registro de la marca.- Un registro de marca o una solicitud en trámite de registro es transferible por acto entre vivos y transmisible por causa de muerte, con o sin la empresa a la cual pertenece.

Deberá inscribirse ante la autoridad nacional competente en materia de derechos intelectuales y surtirán efectos a partir de su inscripción ante la autoridad nacional competente en materia de derechos intelectuales.

A efectos de la inscripción, la transferencia deberá constar por escrito.

Cualquier persona interesada podrá solicitar la inscripción de una transferencia. No obstante, la autoridad nacional competente podrá denegar dicha inscripción si la transferencia acarreare riesgo de confusión o de asociación.";Alta;Qué acciones se deben realizar para que una transferencia de registro de marca surta efectos legales?;"Para que una transferencia de registro de marca surta efectos legales, se deben realizar las siguientes acciones según el contexto proporcionado:

1. Deberá inscribirse ante la autoridad nacional competente en materia de derechos intelectuales.
2. La transferencia deberá constar por escrito.

Estas son las acciones necesarias para que una transferencia surta efectos legales, según se detalla en el artículo 374 del documento legal proporcionado.";33;154
"Art. 375.- Licencia para la explotación de la marca.- Un registro de marca o una solicitud en trámite de registro podrá ser objeto de licencia a uno o más terceros para la explotación de la marca respectiva.

Deberá inscribirse ante la autoridad nacional competente en materia de derechos intelectuales y surtirán efectos a partir de su inscripción ante la autoridad nacional competente en materia de

derechos intelectuales.

Cualquier persona interesada podrá solicitar la inscripción de una licencia.";Alta;Cuáles son los pasos necesarios para inscribir una licencia de explotación de marca ante la autoridad nacional competente?;"Según el contexto proporcionado, los pasos necesarios para inscribir una licencia de explotación de marca ante la autoridad nacional competente son:

1. Deberá inscribirse ante la autoridad nacional competente en materia de derechos intelectuales.
2. Los efectos de esta inscripción surtirán a partir del momento en que se realice dicha inscripción ante la autoridad nacional competente en materia de derechos intelectuales.

Es importante mencionar que cualquier persona interesada puede solicitar la inscripción de una licencia, pero el contexto no detalla otros posibles pasos o documentación requerida para realizar esta inscripción.";38;209
Art. 376.- Inscripción de los contratos de transferencia o licencia.- La autoridad nacional competente en materia de derechos intelectuales no inscribirá los contratos a través de los cuales se transfiera o se conceda licencia para la explotación de marcas que no se ajusten a las disposiciones del Régimen Común de Tratamiento a los Capitales Extranjeros y sobre Marcas, Patentes, Licencias y Regalías, o que no se ajusten a las disposiciones comunitarias o nacionales sobre prácticas comerciales restrictivas de la libre competencia y competencia desleal. Caso contrario, en lo que fuere pertinente, se estará a lo dispuesto en la Ley Orgánica de Regulación y Control del Poder de Mercado y se aplicarán las sanciones previstas en la misma.;Alta;Cuáles son las condiciones bajo las cuales la autoridad nacional competente no inscribirá los contratos de transferencia o licencia de marcas?;La autoridad nacional competente no inscribirá los contratos de transferencia o licencia de marcas si estos no se ajustan a las disposiciones del Régimen Común de Tratamiento a los Capitales Extranjeros y sobre Marcas, Patentes, Licencias y Regalías. Además, también debe cumplir con las disposiciones comunitarias o nacionales que tratan sobre prácticas comerciales restrictivas de la libre competencia y competencia desleal.;44;137
"Las sub-licencias requerirán autorización expresa del titular de los derechos.

Art. 377.- Modificaciones al registro.- El titular de una marca registrada deberá pedir a la autoridad nacional competente en materia de derechos intelectuales que se inscriba cualquier cambio en el nombre, dirección u otros datos del titular, de su representante o apoderado. En caso contrario, cualquier notificación realizada conforme a los datos que figuren en el registro se reputará válida.";Alta;Cuál es el procedimiento que debe seguir el titular de una marca registrada para inscribir cambios en sus datos personales o empresariales?;El titular de una marca registrada debe solicitar a la autoridad nacional competente en materia de derechos intelectuales que se inscriba cualquier cambio en su nombre, dirección u otros datos personales o empresariales. Es importante seguir este procedimiento para asegurar que las notificaciones realizadas con los nuevos datos sean consideradas válidas según lo estipula el artículo 377 mencionado.;46;131
Art. 378.- De la cancelación de registro de una marca por falta de uso.- Se cancelará el registro de una marca a solicitud de cualquier persona interesada cuando, sin motivo justificado, la marca no se hubiese utilizado por su titular, por su licenciatario o por otra persona autorizada para ello, durante los tres años consecutivos precedentes a la fecha en que se inicie la acción de cancelación. La cancelación de un registro por falta de uso de la marca también podrá solicitarse como defensa en un procedimiento de oposición interpuesto con base en la marca no usada.;Alta;Cuántos años consecutivos sin uso pueden provocar la cancelación del registro de una marca según el artículo 378?;Según el artículo 378, la falta de uso durante tres años consecutivos sin motivo justificado puede provocar la cancelación del registro de una marca.;42;52
"No obstante lo previsto en el párrafo anterior, no podrá iniciarse la acción de cancelación antes de transcurridos tres años contados a partir de la fecha de notificación de la resolución que agote el procedimiento de registro de la marca respectiva en la vía administrativa.

Art. 379.- Casos de fuerza mayor o caso fortuito.- El registro no podrá cancelarse cuando el titular demuestre que la falta de uso se debió a fuerza mayor, caso fortuito o limitaciones oficiales impuestos a los bienes y servicios protegidos por la marca.";Alta;Cuál es el plazo mínimo antes del cual no se puede iniciar la acción de cancelación de una marca?;El plazo mínimo antes del cual no se puede iniciar la acción de cancelación de una marca es de tres años, contados a partir de la fecha de notificación de la resolución que agote el procedimiento de registro de la marca respectiva en la vía administrativa.;37;85
"Art. 380.- Características del uso de la marca.- Se entenderá que una marca se encuentra en uso cuando los productos o servicios que ella distingue han sido puestos en el comercio o se encuentran disponibles en el mercado bajo esa marca, en la cantidad y del modo que normalmente corresponde, teniendo en cuenta la naturaleza de los productos o servicios y las modalidades bajo las cuales se efectúa su comercialización en el mercado.

Con sujeción a lo dispuesto en el inciso anterior, también se considerará que una marca se encuentra en uso, en los siguientes casos:

	Cuando se hubiesen introducido y distribuido en el mercado productos genuinos con la marca

registrada, por personas distintas del titular del registro; y,";Alta;Qué condiciones deben cumplirse para considerar que una marca se encuentra en uso según el artículo 380?;"Según el artículo 380, para considerar que una marca se encuentra en uso, deben cumplirse las siguientes condiciones:

1. Los productos o servicios distinguidos por la marca han sido puestos en el comercio o están disponibles en el mercado bajo esa marca.
2. La cantidad y el modo de disponibilidad de los productos o servicios deben ser proporcional a su naturaleza y al modo normal de comercialización en el mercado.

Además, también se considerará que una marca se encuentra en uso cuando:

1. Se han introducido y distribuido en el mercado productos genuinos con la marca registrada por personas distintas del titular del registro.";38;215
"Cuando distinga exclusivamente productos que son exportados desde el país, según lo establecido en el párrafo anterior.

Art. 381.- Uso de la marca que difiera de la forma en que fue registrada.- El uso de una marca en modo tal que difiera de la forma en que fue registrada sólo en cuanto a elementos que no alteren su carácter distintivo, no motivará la cancelación del registro por falta de uso, ni disminuirá la protección que corresponda a la marca.

Art. 382.- Pruebas para identificar el uso de la marca.- La carga de la prueba del uso de la marca corresponderá al titular del registro.";Alta;Cuál es la condición bajo la cual el uso de una marca que difiere ligeramente de la forma registrada no motivará la cancelación por falta de uso?;Según el contexto proporcionado en el artículo 381, el uso de una marca que difiera ligeramente de la forma registrada no motivará la cancelación del registro por falta de uso si dicha diferencia no altera el carácter distintivo de la marca.;52;85
El uso de la marca podrá demostrarse, entre otros, mediante facturas comerciales, documentos contables o certificaciones de auditoría que demuestren la regularidad y la cantidad de la comercialización de las mercancías o los servicios identificados con la marca.;Alta;Cuáles tipos de documentos pueden utilizarse para demostrar el uso de una marca en el registro de patentes?;Los tipos de documentos que pueden utilizarse para demostrar el uso de una marca en el registro de patentes incluyen facturas comerciales, documentos contables y certificaciones de auditoría. Estos documentos deben mostrar la regularidad y la cantidad de comercialización de las mercancías o servicios identificados con la marca.;34;93
Art. 383.- Reducción o limitación de la lista de los productos o servicios comprendidos en el registro de la marca.- Cuando la falta de uso de una marca sólo afectare a uno o algunos de los productos o servicios para los cuales estuviese registrada la marca, se ordenará una reducción o limitación de la lista de los productos o servicios comprendidos en el registro de la marca, eliminando aquellos respecto de los cuales la marca no se hubiese usado, para lo cual se tomará en cuenta la identidad o similitud de los productos o servicios.;Alta;Cuándo se ordenará una reducción o limitación de la lista de los productos o servicios comprendidos en el registro de la marca según el artículo 383?;Según el artículo 383, se ordenará una reducción o limitación de la lista de los productos o servicios comprendidos en el registro de la marca cuando la falta de uso de una marca solo afecte a uno o algunos de los productos o servicios para los cuales esté registrada la marca. En estos casos, se eliminarán aquellos productos o servicios respecto de los cuales la marca no se haya usado, considerando la identidad o similitud entre los productos o servicios.;52;146
"Art. 384.- Derecho preferente para presentar solicitud de marca.- La persona que obtuviere una resolución favorable tendrá derecho preferente al registro. Dicho derecho podrá invocarse a partir de la presentación de la solicitud de cancelación, y hasta dentro de los tres meses siguientes a la fecha en que la resolución de cancelación quede firme en la vía administrativa.

Art. 385.- Cancelación por genericidad.- Se cancelará el registro de una marca o se dispondrá la limitación de su alcance, de oficio o a solicitud de persona interesada, cuando su titular hubiese provocado o tolerado que ella se convierta en un signo común o genérico para identificar o designar uno o varios de los productos o servicios para los cuales estuviese registrada.";Alta;Cuál es el plazo durante el cual una persona con resolución favorable puede invocar su derecho preferente para presentar la solicitud de marca?;"Según el contexto proporcionado, la persona que obtenga una resolución favorable tiene derecho preferente al registro y podrá invocarlo a partir de la presentación de la solicitud de cancelación. Este derecho se mantendrá hasta dentro de los tres meses siguientes a la fecha en que la resolución de cancelación quede firme en la vía administrativa.

Por lo tanto, el plazo durante el cual una persona con resolución favorable puede invocar su derecho preferente para presentar la solicitud de marca es de tres meses desde que la resolución de cancelación quede firme.";43;179
"Se entenderá que una marca se ha convertido en un signo común o genérico cuando en los medios comerciales y para el público dicha marca hubiere perdido su carácter distintivo como indicación de procedencia empresarial del producto o servicio al cual se aplica. Para estos efectos, deberán concurrir los siguientes hechos con relación a esa marca:

	La necesidad que tuvieren los competidores de usar el signo para poder desarrollar sus actividades por no existir otro nombre o signo adecuado para designar o identificar en el comercio al producto o servicio respectivo;

	El uso generalizado de la marca por el público y en los medios comerciales como signo común o genérico del producto o servicio respectivo; y,";Alta;Cuáles son los hechos que deben concurrir para considerar que una marca se ha convertido en un signo común o genérico según el contexto proporcionado?;"Según el contexto proporcionado, los hechos que deben concurrir para considerar que una marca se ha convertido en un signo común o genérico son:

1. La necesidad que tengan los competidores de usar el signo para poder desarrollar sus actividades por no existir otro nombre o signo adecuado para designar o identificar en el comercio al producto o servicio respectivo.
2. El uso generalizado de la marca por el público y en los medios comerciales como signo común o genérico del producto o servicio respectivo.";51;167
"Art. 387.- Renuncia del registro de marca.- El titular de un registro de marca podrá renunciar en cualquier momento, total o parcialmente, a sus derechos sobre el registro. Si la renuncia fuere total, se cancelará el registro. Cuando la renuncia fuese parcial, el registro se limitará a los productos o servicios sobre los cuales no verse la renuncia.

No se admitirá la renuncia si sobre la marca existen embargos o derechos inscritos en favor de terceros, salvo que exista consentimiento expreso de los titulares de dichos derechos.

La renuncia sólo surtirá efectos a partir de su inscripción ante la autoridad nacional competente en materia de derechos intelectuales.";Alta;Cuáles son las condiciones bajo las cuales se permitirá o no permitirá la renuncia del registro de marca según el artículo 387?;"Según el artículo 387, existen ciertas condiciones que determinan si se permitirá o no permitirá la renuncia al registro de marca:

1. **Permitida:**
   - La renuncia puede ser total o parcial.
   - No está permitida si sobre la marca existen embargos o derechos inscritos en favor de terceros, a menos que estos tengan un consentimiento expreso.

2. **No Permitida:**
   - Si sobre la marca hay embargos o derechos inscritos en favor de terceros y no se obtiene el consentimiento expreso de los titulares de dichos derechos.
   
La renuncia solo surtirá efectos una vez inscrita ante la autoridad nacional competente en materia de derechos intelectuales.";44;231
"Art. 388.- Nulidad de la adquisición de marca.- La autoridad nacional competente en materia de derechos intelectuales, de oficio o a solicitud de parte que acredite legítimo interés, y en cualquier momento, declarará la nulidad absoluta de la adquisición de una marca en los siguientes casos:

	Cuando la adquisición hubiese sido concedida con base en datos o documentos falsos que fueren esenciales para su concesión;

	Cuando la adquisición hubiese sido concedida en contravención de lo dispuesto en el artículo 359 primer párrafo o artículo 360 de este Código;

	Cuando se configurasen las causales de nulidad absoluta previstas en la norma para los actos administrativos; o,";Alta;En qué situaciones puede declararse la nulidad absoluta de la adquisición de una marca según el artículo 388?;"Según el artículo 388, la autoridad nacional competente en materia de derechos intelectuales puede declarar la nulidad absoluta de la adquisición de una marca en las siguientes situaciones:

1. Cuando la concesión se basó en datos o documentos falsos que fueron esenciales para su otorgamiento.
2. Cuando la concesión fue concedida en contravención del artículo 359, primer párrafo, o del artículo 360 de este Código.
3. Cuando se configuran las causales de nulidad absoluta previstas en la normativa aplicable a los actos administrativos.

Estas situaciones justifican que la autoridad competente declare la nulidad absoluta de la adquisición de una marca, ya sea de oficio o a solicitud de parte que acredite legítimo interés.";42;247
"Cuando la adquisición hubiese sido concedida con cualquier otra violación a la ley que sustancialmente haya inducido a su concesión.

Art. 389.- Causales de nulidad de la adquisición de la marca.- La autoridad nacional competente en materia de derechos intelectuales, de oficio o a solicitud de persona interesada, declarará la nulidad relativa del registro de una marca en los siguientes casos:

	Cuando la adquisición hubiese sido concedida en contravención del artículo 361;

	Cuando la adquisición hubiese sido efectuada de mala fe; o,

	Cuando la adquisición hubiese sido efectuada para perpetrar, facilitar o consolidar un acto de competencia desleal.

Esta acción prescribirá a los cinco años desde la fecha de concesión del registro.";Alta;En qué casos declarará la autoridad nacional competente en materia de derechos intelectuales la nulidad relativa del registro de una marca según el artículo 389?;"Según el artículo 389, la autoridad nacional competente en materia de derechos intelectuales declarará la nulidad relativa del registro de una marca en los siguientes casos:

1. Cuando la adquisición hubiese sido concedida en contravención del artículo 361;
2. Cuando la adquisición hubiese sido efectuada de mala fe; o,
3. Cuando la adquisición hubiese sido efectuada para perpetrar, facilitar o consolidar un acto de competencia desleal.

Además, se menciona que esta acción prescribirá a los cinco años desde la fecha de concesión del registro.";54;196
"Art. 390.- Impedimento para declarar nulidad del registro de marca.- No podrá declararse la nulidad del registro de una marca por causales que hubiesen dejado de ser aplicables al tiempo de resolverse la nulidad.

Art. 391.- Nulidad parcial.- Cuando una causal de nulidad sólo afectare a uno o algunos de los productos o servicios para los cuales la marca fue registrada, se declarará la nulidad únicamente para esos productos o servicios, y se eliminarán del registro de la marca.

Art. 392.- Procedimiento de la acción de nulidad.- En los casos de nulidad, se notificará a las partes para que hagan valer los argumentos y presenten las pruebas que estimen convenientes.";Alta;Cuál es el procedimiento cuando se declara la nulidad parcial de una marca registrada?;"Según el contexto proporcionado, el procedimiento cuando se declara la nulidad parcial de una marca registrada incluye:

1. Notificar a las partes involucradas para que hagan valer sus argumentos.
2. Solicitar a las partes que presenten las pruebas que consideren convenientes.

Estas son las instrucciones dadas en el artículo 392 para manejar el procedimiento de la acción de nulidad cuando se trata de una nulidad parcial.";29;141
"Los argumentos y pruebas a que se refiere el inciso anterior, se presentarán dentro de los dos meses siguientes a la notificación. Antes del vencimiento del plazo, cualquiera de las partes podrá solicitar una prórroga por dos meses adicionales.

Vencidos los plazos a los que se refiere este artículo, la autoridad nacional competente en materia de derechos intelectuales decidirá sobre la nulidad de la marca, lo cual notificará a las partes mediante resolución.

Art. 393.- Independencia de las acciones por daños y perjuicios.- Las acciones precedentes no afectarán las que pudieran corresponder por daños y perjuicios.";Alta;Cuál es el plazo para presentar argumentos y pruebas después de recibir la notificación?;El plazo para presentar argumentos y pruebas después de recibir la notificación es de dos meses. Además, se menciona que antes del vencimiento de este plazo, cualquiera de las partes podrá solicitar una prórroga por otros dos meses adicionales.;29;83
"Art. 394.- Caducidad del registro de marca.- El registro de la marca caducará de pleno derecho si el titular o quien tuviera legítimo interés no solicita la renovación dentro del término legal, incluido el período de gracia de acuerdo, con lo establecido en el artículo 366.

Art. 395.- Definición.- Se entiende por lema comercial la palabra, frase o leyenda utilizada como complemento de una marca.

Art. 396.- Adquisición de lemas comerciales.- Podrán adquirirse los lemas comerciales que no contengan alusiones a productos o marcas similares o expresiones que puedan perjudicar a dichos productos o marcas.";Alta;Cuáles son las condiciones para la adquisición de lemas comerciales según el artículo 396?;Según el artículo 396, se pueden adquirir los lemas comerciales que no contienen alusiones a productos o marcas similares y que no expresen elementos que puedan perjudicar a dichos productos o marcas.;33;67
"Art. 397.- Contenido de la solicitud de registro de lemas comerciales.- Sin perjuicio de otros requisitos que se determinen en el reglamento, la solicitud de registro de un lema comercial deberá especificar el registro de marca o la solicitud de marca en trámite a la cual el lema complemente.

Art. 398.- De la transferencia o licencia.- La transferencia o licencia de un registro de lema comercial o de una solicitud en trámite de registro deberá realizarse conjuntamente con el registro de marca o la solicitud de registro de marca en trámite a la cual el lema complemente.

Art. 399.- Vigencia del registro.- La vigencia de la adquisición de un lema comercial estará sujeta a la vigencia del registro de marca a la cual el lema complemente.";Alta;Qué ocurre con el registro de un lema comercial en relación con el registro de marca al que complementa?;"El registro de un lema comercial está estrechamente vinculado al registro de marca al que complementa. Según el contexto proporcionado:

1. La solicitud de registro de un lema comercial debe especificar el registro de marca o la solicitud de marca en trámite a la cual el lema complemente (Art. 397).

2. La transferencia o licencia de un registro de lema comercial o de una solicitud en trámite de registro debe realizarse conjuntamente con el registro de marca o la solicitud de registro de marca en trámite a la cual el lema complemente (Art. 398).

3. La vigencia del registro del lema comercial está sujeta a la vigencia del registro de marca a la cual el lema complemente (Art. 399).

Esto significa que el estado del registro de marca (solicitud o registro completo) determina tanto los procesos de transferencia y licencia del lema comercial, como su propia vigencia.";32;283
"Art. 400.- Pruebas para el uso de lema comercial.- Serán aplicables a los lemas comerciales, en lo que fuere pertinente, las disposiciones del Capítulo VI de este Título.

En cuanto a la prueba del uso de un lema comercial, deberá demostrarse dicho uso conjuntamente con el de la marca a la cual el lema complemente. Las pruebas de uso de un lema comercial podrán comprender, además de las mencionadas de en el artículo 382, cualesquiera otras que demuestren su utilización en publicidad o en el mercado.

Art. 401.- Definición.- Se entenderá por marca colectiva todo signo que sea apto para distinguir el origen o cualquier otra característica común de productos o servicios pertenecientes a dos o más personas o empresas diferentes y que lo utilicen bajo el control de un titular.";Alta;Qué pruebas se requieren para demostrar el uso de un lema comercial en relación con una marca?;Para demostrar el uso de un lema comercial en relación con una marca, según el contexto proporcionado, se deben presentar pruebas que demuestren tanto el uso del lema comercial como el de la marca a la cual el lema complemente. Además, las pruebas pueden incluir cualquier evidencia que muestre la utilización del lema comercial en publicidad o en el mercado.;33;123
"Art. 402.- De los titulares de las marcas colectivas.- Las asociaciones de productores, fabricantes, comerciantes, prestadores de servicios, organizaciones o grupos de personas, cooperativas y demás organizaciones que conforman la economía popular y solidaria, legalmente establecidas, podrán adquirir marcas colectivas para distinguir en el mercado los productos o servicios de sus integrantes.

Art. 403.- Requisitos y procedimiento para la adquisición de marca colectiva.- La solicitud para la adquisición de una marca colectiva se presentará ante la autoridad nacional competente en materia de derechos intelectuales de acuerdo al contenido, requisitos y demás normas que disponga el reglamento correspondiente.";Alta;Cuáles son los requisitos para solicitar una marca colectiva según el artículo 403?;"Según el artículo 403, no se especifican directamente los requisitos para solicitar una marca colectiva. El artículo indica que la solicitud se presentará ante la autoridad nacional competente en materia de derechos intelectuales y que debe cumplir con el contenido, requisitos y demás normas dispuestas por el reglamento correspondiente.

Por lo tanto, basándonos únicamente en el contexto proporcionado, NO INFORMATION.";30;137
"De igual forma, el reglamento establecerá los requisitos, plazos y procedimientos, para entre otros, el examen de la solicitud, su publicación, la presentación de oposiciones y la concesión o denegación de la solicitud.

Art. 404.- Transferencia o licencia de marca colectiva.- El registro de una marca colectiva o una solicitud en trámite de registro podrá ser objeto de transferencia o licencia de conformidad con lo previsto en las normas internas de la asociación, organización, grupo, cooperativa u organización.

En cualquier caso, su uso quedará reservado a los integrantes de la asociación, organización, grupo, cooperativa u organización. No se podrán otorgar sub-licencias.";Alta;Cuáles son las condiciones para el uso de una marca colectiva?;Según el contexto proporcionado, las condiciones para el uso de una marca colectiva son que su uso quedará reservado a los integrantes de la asociación, organización, grupo, cooperativa u organización. No se permiten sub-licencias para este uso.;21;82
"Deberá inscribirse ante la autoridad nacional competente en materia de derechos intelectuales toda transferencia, autorización de uso o licencia sobre una marca colectiva concedida o una solicitud en trámite de concesión y surtirán efectos a partir de su inscripción ante la autoridad nacional competente en materia de derechos intelectuales.

Art. 405.- Aplicación.- Serán aplicables a las marcas colectivas, en lo que fuere pertinente, las disposiciones del Capítulo VI de este Título.

Art. 406.- Definición.- Se entenderá por marca de certificación un signo destinado a ser aplicado a

productos o servicios cuya calidad, origen u otra característica ha sido certificada por el titular de la marca.";Alta;Qué efectos surtirán una transferencia, autorización de uso o licencia sobre una marca colectiva después de su inscripción ante la autoridad nacional competente en materia de derechos intelectuales?;Una transferencia, autorización de uso o licencia sobre una marca colectiva surtirá efectos a partir de su inscripción ante la autoridad nacional competente en materia de derechos intelectuales.;68;66
"Art. 407.- Titulares.- Podrá ser titular de una marca de certificación una empresa o institución, de derecho privado o público, o un organismo estatal, regional o internacional.

Art. 408.- De la reglas de uso de la marca.- Con la solicitud de registro de una marca de certificación deberán acompañarse las reglas de uso de la marca. Sin perjuicio de otros requisitos que se establezcan en el reglamento correspondiente, dichas reglas indicarán los productos o servicios que podrán ser objeto de certificación por parte del titular, definirán las características garantizadas por la presencia de la marca, y describirán la manera en que se ejercerá el control de tales características antes y después de autorizarse el uso de la marca.";Alta;Qué entidades pueden ser titulares de una marca de certificación según el artículo 407?;"Según el artículo 407, las entidades que pueden ser titulares de una marca de certificación son:

1. Empresas o instituciones de derecho privado.
2. Instituciones de derecho público.
3. Organismos estatales.
4. Organismos regionales.
5. Organismos internacionales.

Estas entidades deben presentar una solicitud de registro de la marca de certificación para poder ser titulares de ella.";32;134
